index,speaker,text,file
124,f,okay ,q3ec3
125,g,right and come up the o-- the right-hand side of the fallen cairn go like north up the right-hand side of it ,q3ec3
126,f,how far up ,q3ec3
127,g,eh just stop at the top of it ,q3ec3
128,g,'til i s-- see what you've got ,q3ec3
129,f,right ,q3ec3
130,g,right have you got limestone cliffs above where you are now ,q3ec3
131,f,no ,q3ec3
132,f,no ,q3ec3
133,g,no ,q3ec3
134,g,okay right ,q3ec3
135,g,come round almost circle the fallen cairn and almost back to like where it would join your line ,q3ec3
136,f,i have a lion country if that's any use ,q3ec3
137,g,you've got what ,q3ec3
138,f,a lion country ,q3ec3
139,g,lion country no ,q3ec3
140,g,right can you go straight can you go straight north from where you are now to the bottom of the east lake ,q3ec3
141,f,um ,q3ec3
142,g,is have you got a lake at the top there ,q3ec3
143,f,yes i do ,q3ec3
144,f,the lion country's slightly in the way it's slightly to the left how f-- ,q3ec3
145,f,whereabouts in east lake do you want me to join ,q3ec3
146,g,well you s-- you've got the limestone cliffs ,q3ec3
147,g,have you no you don't ,q3ec3
148,f,no i don't ,q3ec3
149,f,there's three points on the east lake i-- the m-- on the bottom ,q3ec3
150,g,mmhmm ,q3ec3
151,f,do you how far do you want me to s-- ,q3ec3
152,f,whereabouts on ,q3ec3
153,g,well just go about the middle of the t-- sort of bottom line if you can head for the middle of the bottom line ,q3ec3
154,f,so that's basically to the right of the lake ,q3ec3
155,g,no ,q3ec3
156,f,i mean the right-hand side of the lake ,q3ec3
157,g,yeah well but don't go too f-- eh yeah on the right ,q3ec3
158,f,there's two sort of coastlines on the bottom of the east lake if you like one comes down one goes sort of across a bit ,q3ec3
159,g,mmhmm ,q3ec3
160,f,do you wish me to join the west ,q3ec3
161,g,right ,q3ec3
162,g,you've got the one that's coming more almost like almost eh horizontal ,q3ec3
163,f,all right ,q3ec3
164,f,you want me to m-- ,q3ec3
165,g,head for the middle of that if you can ,q3ec3
166,f,okay ,q3ec3
167,f,that's going past lion country to the right ,q3ec3
168,g,right that's fine ,q3ec3
169,f,okay ,q3ec3
170,g,now eh if you go follow the line of the lake follow the line l-- of the lake left ,q3ec3
171,f,going west ,q3ec3
172,f,right ,q3ec3
173,g,and eh just stop when you're just past the bottom like the corner ,q3ec3
174,f,mm ,q3ec3
175,g,and that should be the finish ,q3ec3
176,f,so that's b-- almost below ,q3ec3
177,g,almost below the b-- the like of the bit that goes up the top corner ,q3ec3
178,f,oh right ,q3ec3
179,f,okey-dokey ,q3ec3
180,g,that's you ,q3ec3
0,g,okay ready ,q7nc8
1,f,yup ,q7nc8
2,g,start ar-- s-- in the upper left-hand corner ,q7nc8
3,f,okay ,q7nc8
4,g,um okay ,q7nc8
5,g,now just drop down about four inches ,q7nc8
6,f,mmhmm ,q7nc8
7,f,straight down ,q7nc8
8,g,mm ,q7nc8
9,f,right ,q7nc8
10,g,and then about an inch to the right ,q7nc8
11,f,below the blacksmith ,q7nc8
12,g,no no ,q7nc8
13,g,not below anything you want to come just to the you want to come just to the left of s-- whatever is there ,q7nc8
14,f,right ,q7nc8
15,f,an inch to the right ,q7nc8
16,g,yeah ,q7nc8
17,g,what y-- what you do you drop you drop down then you go right ,q7nc8
18,f,right ,q7nc8
19,f,mmhmm ,q7nc8
20,g,a-- an then and then you go you go up again but a sort of sloping to the right ,q7nc8
21,f,mmhmm ,q7nc8
22,f,i've got and up to the right here i've got a carpenter's house ,q7nc8
23,g,yeah you w-- ,q7nc8
24,g,you want to go right on the outside of that ,q7nc8
25,f,right ,q7nc8
26,f,to the right-hand side or ,q7nc8
27,g,no no ,q7nc8
28,g,to the on the left-hand side of it ,q7nc8
29,f,right okay ,q7nc8
30,f,right ,q7nc8
31,g,and then up and then you follow along the top of the green bay ,q7nc8
32,f,of the what ,q7nc8
33,g,uh ,q7nc8
34,g,do you just okay ,q7nc8
35,g,g-- f-- go ,q7nc8
36,f,i've got a carpenter and then there's nothing up above it ,q7nc8
37,g,okay ,q7nc8
38,g,so ,q7nc8
39,f,well d-- uh-huh ,q7nc8
40,g,all right ,q7nc8
41,g,when you go up above the carpenter ,q7nc8
42,g,about maybe an inch or so ,q7nc8
43,f,yeah okay ,q7nc8
44,g,and then you just go right about two inches ,q7nc8
45,f,right okay ,q7nc8
46,g,and then drop down about an inch and a half ,q7nc8
47,f,right ,q7nc8
48,g,and then ,q7nc8
49,g,do you have a chapel and seven beeches ,q7nc8
50,f,i don't have the chapel but i've got the seven beeches ,q7nc8
51,g,okay ,q7nc8
52,g,right at the bottom left corner of the seven beeches ,q7nc8
53,f,right ,q7nc8
54,g,you sort of make a a semicircle to th-- towards the right ,q7nc8
55,f,right ,q7nc8
56,g,that's about two inches long ,q7nc8
57,f,okay ,q7nc8
58,f,right okay ,q7nc8
59,g,and then ,q7nc8
60,g,do you have reclaimed fields ,q7nc8
61,f,yeah i do uh-huh ,q7nc8
62,g,okay ,q7nc8
63,g,just trace along the outer r-- r-- ridge of that to the right ,q7nc8
64,f,mmhmm ,q7nc8
65,g,to the bottom 'til your 'til your pen is on the left bottom of it ,q7nc8
66,f,"sort of at the ""r"" of the reclaimed ",q7nc8
67,g,yeah ,q7nc8
68,g,yeah but a little more to the left ,q7nc8
69,f,right okay ,q7nc8
70,f,right okay ,q7nc8
71,g,okay ,q7nc8
72,g,and then you drop down ,q7nc8
73,g,and do you have a bay ,q7nc8
74,f,i've got crane bay yeah ,q7nc8
75,g,yeah ,q7nc8
76,g,okay ,q7nc8
77,g,just drop straight down and trace along the crane bay ,q7nc8
78,f,to the left ,q7nc8
79,g,yeah ,q7nc8
80,g,right f-- right 'til um right 'til about there's a point just eh right 'til there ,q7nc8
81,f,right ,q7nc8
82,f,right ,q7nc8
83,f,i've got a whitewashed cottage ,q7nc8
84,f,have you got that ,q7nc8
85,g,mm-mm ,q7nc8
86,f,is it th-- right ,q7nc8
87,f,you come down and there's sort of it's got crane bay ,q7nc8
88,g,yeah ,q7nc8
89,f,"and above the ""c"" there's a point and to the left of the ""c"" there's a point ",q7nc8
90,f,is it the s-- what point is it is it the one ,q7nc8
91,g,"um right to the di-- diagonally up from the ""c"" ",q7nc8
92,f,right okay ,q7nc8
93,g,okay ,q7nc8
94,g,and then you just you go left and down ,q7nc8
95,f,mmhmm ,q7nc8
96,g,and do you have attractive cliffs ,q7nc8
97,f,uh-huh ,q7nc8
98,g,okay ,q7nc8
99,g,"just trace along the top of the attractive cliffs 'til you're around where the ""a"" is ",q7nc8
100,f,right okay ,q7nc8
101,f,right ,q7nc8
102,g,and then you just slope down to the left for about an inch ,q7nc8
103,g,and then ,q7nc8
104,f,okay ,q7nc8
105,g,you sort o-- you do like a circle that's maybe or like a half circle going to the left ,q7nc8
106,f,mmhmm ,q7nc8
107,g,and then tracing the edge of the paper sort of 'til a-- for about an inch or so or two inches ,q7nc8
108,f,right ,q7nc8
109,g,and then you come to the right about an inch and then you go up maybe a quarter of an inch and you're finished ,q7nc8
110,f,okay ,q7nc8
0,g,right ,q3ec7
1,g,the start is at the top left-hand side of your page ,q3ec7
2,f,mmhmm ,q3ec7
3,g,there is a diamond mine to the right ,q3ec7
4,f,yes ,q3ec7
5,g,go due south to the left of the diamond mine and curve underneath it ,q3ec7
6,f,do i come up round the other side of it ,q3ec7
7,g,i would go wes-- to go due east straight past it ,q3ec7
8,f,right i have it ,q3ec7
9,g,i have a graveyard on mine ,q3ec7
10,g,which i don't believe you have on yours ,q3ec7
11,f,no i haven't got it ,q3ec7
12,g,all you have to do is ,q3ec7
13,g,you have carved stones ,q3ec7
14,g,is go east almost to the left of the carved stones or sorry to the left of the carved stones and come up round in a big curve round the carved stones ,q3ec7
15,f,yeah ,q3ec7
16,f,round the top of it ,q3ec7
17,g,uh-huh ,q3ec7
18,g,so i want you to avoid the graveyard so i want you to go due east ,q3ec7
19,f,it's j-- ,q3ec7
20,g,and ,q3ec7
21,f,i'm i'm ,q3ec7
22,f,underneath the diamond mine ,q3ec7
23,f,just straight due east from there ,q3ec7
24,g,due east ,q3ec7
25,g,and then up to the left of the carved stones ,q3ec7
26,g,that way you'll avoid the graveyard which is to the right of the diamond mine ,q3ec7
27,f,fine ,q3ec7
28,f,okay i'm round at the top right of the carved stones ,q3ec7
29,g,right ,q3ec7
30,g,i want you to go ,q3ec7
31,g,do you have indian country ,q3ec7
32,f,yeah ,q3ec7
33,g,i want you to go due south until and then just go due south ,q3ec7
34,f,mmhmm ,q3ec7
35,g,not as far as indian country a couple inches above it ,q3ec7
36,f,okay ,q3ec7
37,g,okay ,q3ec7
38,g,i have a great rock on mine which i don't think you have on yours ,q3ec7
39,f,mmhmm ,q3ec7
40,g,it's to the west of indian country ,q3ec7
41,f,mmhmm ,q3ec7
42,g,so i want you to go southwest down to the left of indian country that way you should avoid the s-- the great rock so i want you to go southwest down to the left of indian country to the level of the writing indian country ,q3ec7
43,f,right ,q3ec7
44,g,alright ,q3ec7
45,g,go due west ,q3ec7
46,g,you ha-- also have a gold mine don't you ,q3ec7
47,f,mmhmm ,q3ec7
48,g,go west and curve round the top of the gold mine and down the other side ,q3ec7
49,f,okay ,q3ec7
50,f,i'm at the bottom of the gold mine at the bottom left ,q3ec7
51,g,right ,q3ec7
52,g,i want you to go due south ,q3ec7
53,g,you have do you have a cavalry stockade ,q3ec7
54,f,nope ,q3ec7
55,g,right ,q3ec7
56,f,oh eh ,q3ec7
57,g,no you don't ,q3ec7
58,f,no i don't have it ,q3ec7
59,g,go due south down the left-hand side of the gold mine ,q3ec7
60,f,mmhmm ,q3ec7
61,g,f-- 'til you'll ,q3ec7
62,g,you have a trout farm ,q3ec7
63,f,no i've got a i've got a trout farm over to the right underneath indian country here ,q3ec7
64,g,mmhmm ,q3ec7
65,g,i want you to go three inches past that going south in other words just to the level of that i mean not the trout farm ,q3ec7
66,f,to the level of what ,q3ec7
67,g,inches three south of the level of the trout farm going due south past the gold mine ,q3ec7
68,f,okay ,q3ec7
69,f,i've got a totem pole just about where i am now just about where you s-- ,q3ec7
70,g,right ,q3ec7
71,g,i want you ,q3ec7
72,g,to curve underneath that ,q3ec7
73,g,is that correct ,q3ec7
74,f,uh-huh ,q3ec7
75,g,and curve back up underneath the trout farm so basically you're coming in a big curve underneath your totem pole ,q3ec7
76,f,mmhmm ,q3ec7
77,g,and curving up past the trout farm ,q3ec7
78,f,okay ,q3ec7
79,g,so you're below the trout farm ,q3ec7
80,f,yeah ,q3ec7
81,g,i want you to go due east ,q3ec7
82,f,mmhmm ,q3ec7
83,g,underneath the trout farm ,q3ec7
84,f,mmhmm ,q3ec7
85,g,across to the right of your page ,q3ec7
86,f,okay ,q3ec7
87,g,about an inch in from the right of your page should do ,q3ec7
88,f,right ,q3ec7
89,g,i've got a cavalry thing which you don't have ,q3ec7
90,g,so avoiding that i want you to go due south from where you are which is the edge of the page ,q3ec7
91,f,mmhmm ,q3ec7
92,f,how far to-- ,q3ec7
93,g,down past the cattle stockade i want you to go underneath the cattle ,q3ec7
94,f,mmhmm ,q3ec7
95,f,okay ,q3ec7
96,g,and go west to the edge of the cattle stockade underneath it ,q3ec7
97,f,mmhmm ,q3ec7
98,f,right ,q3ec7
99,g,you then have a stream down there is that correct ,q3ec7
100,f,parched river bed ,q3ec7
101,g,parched river bed ,q3ec7
102,g,i want you to go up and above curving above that to avoid it not much just enough ,q3ec7
103,f,okay ,q3ec7
104,g,i want you then to go southwest and due west underneath the bandit territory ,q3ec7
105,f,okay ,q3ec7
106,g,you then curve up just above the level of the bandit territory an inch or in from your page ,q3ec7
107,f,mmhmm ,q3ec7
108,g,and that's your end ,q3ec7
109,f,lovely ,q3ec7
0,g,okay do you have a diamond mine ,q2nc4
1,f,yeah ,q2nc4
2,g,if you go from the start ,q2nc4
3,f,mmhmm ,q2nc4
4,g,and go down and to the left of the diamond mine ,q2nc4
5,f,okay ,q2nc4
6,g,and ,q2nc4
7,f,straight down ,q2nc4
8,g,just as you get to the bottom of the diamond mine stop ,q2nc4
9,f,straight down chris ,q2nc4
10,g,yeah ,q2nc4
11,f,okay ,q2nc4
12,f,okay here i am ,q2nc4
13,g,move right across the page ,q2nc4
14,f,underneath the words diamond mine ,q2nc4
15,g,yeah ,q2nc4
16,g,do you have a wagon wheel ,q2nc4
17,f,no ,q2nc4
18,g,okay ,q2nc4
19,g,about halfway between the diamond mine and the edge of the page imagine a an obstacle ,q2nc4
20,g,draw a line ,q2nc4
21,f,halfway between ,q2nc4
22,g,the diamond mine and the edge of the page on the right ,q2nc4
23,f,mmhmm ,q2nc4
24,g,imagine an obstacle ,q2nc4
25,f,mmhmm ,q2nc4
26,g,draw the line across an-- ,q2nc4
27,f,i've a cactus ,q2nc4
28,f,do you have a cactus ,q2nc4
29,g,no ,q2nc4
30,f,do you have a r-- ,q2nc4
31,g,draw ,q2nc4
32,f,sorry okay ,q2nc4
33,g,draw across to the right and up round the imaginary obstacle which is halfway between the diamond mine and the end of the page ,q2nc4
34,f,okay ,q2nc4
35,f,go up over it ,q2nc4
36,g,yeah ,q2nc4
37,g,do you have a rift valley ,q2nc4
38,f,mmhmm ,q2nc4
39,g,at the top corner ,q2nc4
40,f,yeah ,q2nc4
41,g,okay ,q2nc4
42,g,go right over the top edge of the rift valley and come down in the middle of it between the two sort of groups of cactuses or whatever they are ,q2nc4
43,f,okay ,q2nc4
44,g,okay ,q2nc4
45,f,yeah ,q2nc4
46,g,now go down about three inches ,q2nc4
47,g,do you have a stone creek ,q2nc4
48,f,about three inches one two three ,q2nc4
49,f,i've got rocks ,q2nc4
50,g,do you have rocks ,q2nc4
51,g,and stone creek to the left of the rocks ,q2nc4
52,f,yeah ,q2nc4
53,f,no ,q2nc4
54,g,okay ,q2nc4
55,g,imagine that about four inches to the left of the rocks there's a creek ,q2nc4
56,f,two ,q2nc4
57,g,draw a line between the rocks and this creek ,q2nc4
58,f,i've got rapids ,q2nc4
59,g,okay ,q2nc4
60,g,well that'll do ,q2nc4
61,f,okay ,q2nc4
62,f,so come down over the top top edge of the rocks yeah ,q2nc4
63,g,yeah ,q2nc4
64,f,and then down the middle in between my rapids and my rocks ,q2nc4
65,g,yeah ,q2nc4
66,g,yeah ,q2nc4
67,g,and then stop ,q2nc4
68,f,okay ,q2nc4
69,f,right ,q2nc4
70,g,now do you have white water ,q2nc4
71,f,that'll be the rapids i would imagine ,q2nc4
72,f,no i don't have white water ,q2nc4
73,g,okay ,q2nc4
74,g,where i've said the creek is ,q2nc4
75,f,mmhmm ,q2nc4
76,g,below that and slightly to the left there's an obstacle ,q2nc4
77,g,draw the line between where i said the creek is and the other obstacle to the left ,q2nc4
78,f,right ,q2nc4
79,f,i'm in between the rocks and on my right and the rapids in the middle ,q2nc4
80,g,okay ,q2nc4
81,f,and you want me to move which from which direction le-- ,q2nc4
82,g,left ,q2nc4
83,f,left ,q2nc4
84,f,underneath underneath the rapids yeah ,q2nc4
85,g,yeah ,q2nc4
86,g,i think so ,q2nc4
87,f,okay ,q2nc4
88,f,yeah ,q2nc4
89,g,right now ,q2nc4
90,g,come down the page 'til you're about th-- two thirds of the way down the page ,q2nc4
91,f,i've got a manned fort in the way ,q2nc4
92,g,ehm where is it in relation to the side of the page ,q2nc4
93,f,right it's about two inches in from the left-hand side ,q2nc4
94,g,okay well ,q2nc4
95,f,oh wait a minute stone creek ,q2nc4
96,g,doesn't matter alright er ,q2nc4
97,f,see the stone creek you were talking about ,q2nc4
98,g,yeah ,q2nc4
99,f,is that right down at the bottom of the page ,q2nc4
100,g,no no ,q2nc4
101,f,no ,q2nc4
102,g,there's another one there ,q2nc4
103,f,okay ,q2nc4
104,g,right ,q2nc4
105,g,where's your manned fort ,q2nc4
106,f,directly beneath me at the moment it's about two inches in it's about two thirds of the way down the page ,q2nc4
107,g,two inches in ,q2nc4
108,f,and it's about ,q2nc4
109,g,okay well keep ,q2nc4
110,f,t-- two inches down from where i am now ,q2nc4
111,g,keep to the right of it ,q2nc4
112,f,keep to the right of it okay ,q2nc4
113,f,and move down ,q2nc4
114,g,yeah ,q2nc4
115,g,'til you're about two thirds of the way down ,q2nc4
116,g,the page ,q2nc4
117,f,okay ,q2nc4
118,g,now ,q2nc4
119,g,you've got to make your way all the way over to the other side of the page now ,q2nc4
120,f,to the right-hand side ,q2nc4
121,g,yeah ,q2nc4
122,g,do you have an outlaws' hideout ,q2nc4
123,f,yeah ,q2nc4
124,f,it's above me ,q2nc4
125,g,okay well you go up towards it but draw just beneath the words outlaws' hideout ,q2nc4
126,f,okay ,q2nc4
127,g,is that right over in the right-hand side ,q2nc4
128,f,yeah ,q2nc4
129,g,okay ,q2nc4
130,f,and there's a gold mine directly beneath it ,q2nc4
131,g,no i don't have that ,q2nc4
132,f,okay ,q2nc4
133,f,"i'm below the word i'm below the letter ""w"" ",q2nc4
134,g,okay ,q2nc4
135,g,move slightly more to the right 'til you're about an inch away from the edge of the page ,q2nc4
136,f,okay ,q2nc4
137,g,do you have a noose at the bottom of the page ,q2nc4
138,f,yeah ,q2nc4
139,g,draw a straight line down keeping a-- an inch away from the edge of the page round under the noose ,q2nc4
140,f,okay ,q2nc4
141,g,now do you have a swan pond ,q2nc4
142,f,no ,q2nc4
143,g,okay ,q2nc4
144,g,oh where you are at the moment ,q2nc4
145,f,mmhmm ,q2nc4
146,g,underneath the noose ,q2nc4
147,f,mmhmm ,q2nc4
148,g,how far are you underneath it ,q2nc4
149,f,about half an inch ,q2nc4
150,g,okay ,q2nc4
151,g,well a bit further below that actually you need to go ,q2nc4
152,f,okay ,q2nc4
153,g,sloping slightly down ,q2nc4
154,f,mmhmm ,q2nc4
155,g,for another thr-- three inches i would say to the left ,q2nc4
156,g,okay ,q2nc4
157,g,stop there ,q2nc4
158,f,mmhmm ,q2nc4
159,g,now imagine a circle you have to go up and carrying on to the left as if there's a bump in the route ,q2nc4
160,g,okay ,q2nc4
161,f,okay ,q2nc4
162,f,how far should i be from the bottom of the page ,q2nc4
163,g,about two three inches ,q2nc4
164,g,going up 'til about four and coming back to about three again ,q2nc4
165,f,well i'm only about an inch from the bottom of the page just now ,q2nc4
166,g,no you have to be higher up than that ,q2nc4
167,f,right ,q2nc4
168,f,okay ,q2nc4
169,g,do you have the saloon bar ,q2nc4
170,f,yeah ,q2nc4
171,g,go underneath the words saloon bar ,q2nc4
